입출금 통장 평균잔액,금융 상품 평균잔액,펀드 평균잔액,대출 평균잔액,ltv
4886.843333333333,0.0,0.0,0.0,2841.9724697773754
313.0133333333334,0.0,0.0,0.0,9539.599113518267
1700.5466666666664,266666.6666666667,0.0,0.0,1661739.0433875285
629.39,0.0,0.0,0.0,198109.68827773345
28804.83333333333,0.0,0.0,0.0,480515.72743349604
8484.416666666666,0.0,0.0,0.0,188807.1417794741
1844.3266666666664,0.0,0.4533333333333333,0.0,498423.07198172994
219.32666666666668,0.0,0.0,0.0,152609.18896955132
173562.53,0.0,6676.723333333332,0.0,258032.67368009113
737.1133333333333,33333.333333333336,0.0,0.0,18892.55192024546
2148.653333333333,0.0,0.0,3373333.333333333,3524764.325825241
137.79,75000.0,888.4399999999999,0.0,31908.079974225937
15.816666666666668,0.0,0.0,0.0,41621.75346739943
9348.703333333331,0.0,0.0,0.0,20558.813851679122
1.2933333333333332,0.0,0.0,239395.23,525807.155018938
2.23,80000.0,0.0,0.0,45129.95522089454
3320.2233333333334,0.0,0.0,0.0,11477.736958108791
6026.013333333333,0.0,0.0,0.0,9010.766279290263
16.793333333333333,0.0,9870.466666666667,0.0,26795.741681530642
12595.143333333332,0.0,0.0,0.0,30916.652156086828
120757.59,0.0,0.0,0.0,228832.5886820863
636.4133333333333,0.0,0.0,0.0,599580.2307580059
81.73333333333333,0.0,0.0,0.0,37875.784067714005
77128.36666666665,0.0,0.0,0.0,827648.5604884041
308.8966666666667,0.0,0.0,0.0,2181590.6328530596
587.4266666666666,0.0,0.0,0.0,119390.29429495666
165147.71,0.0,0.0,1725035.2299999995,575482.5330396759
134653.67666666667,0.0,0.0,0.0,387180.55996548524
209933.98666666663,0.0,0.0,0.0,993803.0777031387
188304.6433333333,0.0,0.0,0.0,3242977.5371194296
4.67,3333.333333333333,0.0,0.0,20696.41542031839
6.076666666666667,100000.0,0.0,0.0,131753.86619168913
63.88,0.0,0.0,0.0,1759074.988954547
2779.4066666666663,0.0,0.0,3255275.3366666664,2916706.3178952816
233.8,36666.66666666666,0.0,0.0,267121.9844524244
3014.5533333333333,0.0,0.0,0.0,85428.10832271844
103130.66666666669,0.0,0.0,0.0,392391.32758546254
1467.506666666667,0.0,0.0,2533333.333333333,3850590.0321640335
17952.676666666666,500000.0,0.0,0.0,2880479.4122875924
486.18666666666667,0.0,0.0,2103472.2066666665,13101789.78877677
37458.36,0.0,0.0,1232533.3333333333,124351108.06370366
4156.83,100000.0,181.67666666666665,0.0,477318.2761799392
5357.71,0.0,0.0,0.0,150923.67405702986
482.3666666666666,1700000.0,0.0,0.0,756255.7590462075
130539.95,0.0,0.0,0.0,435920.0234024173
10275.1,0.0,0.0,0.0,8565.28050439852
20213.143333333333,0.0,0.0,0.0,172182.19231952907
103.76666666666668,0.0,0.0,0.0,181707.3810397845
686.1833333333334,0.0,0.0,0.0,2548.6350057668033
29141.763333333336,0.0,0.0,0.0,64700.135088440904
331.90666666666664,0.0,0.0,0.0,105425.24457606289
72351.61,0.0,0.0,0.0,86537.00616742898
107.80333333333331,0.0,0.0,0.0,78.2969633770981
20.54,0.0,0.0,2791111.06,5186184.074536851
4538.913333333333,0.0,0.0,3680000.0,4726740.900251647
9051.036666666669,0.0,0.0,720000.0,358959.62141392747
9881.643333333335,0.0,0.0,0.0,1262675.6805749137
67834.29,0.0,181889.7,0.0,82779.81084689351
556.9666666666667,0.0,0.0,0.0,518893.84175450506
98962.69666666666,0.0,0.0,0.0,2521462.696954173
1656.3633333333337,0.0,0.0,0.0,116715.2132120484
1386.5633333333333,0.0,0.0,0.0,15964.84998736634
16768.736666666668,0.0,0.0,0.0,866002.7141721263
2317.366666666667,0.0,0.0,0.0,8340.93952708361
23.19333333333333,0.0,0.0,0.0,23.18291574500516
829.9366666666666,0.0,0.0,0.0,277413.95825410343
1935.5933333333328,0.0,0.0,0.0,1476510.0725148984
0.3999999999999999,0.0,0.0,0.0,11982.414674521502
736.9966666666666,0.0,0.0,0.0,66042.23944596351
2000.19,0.0,0.0,0.0,1016.324235356363
5547.756666666667,0.0,0.0,0.0,13993478.397826709
12607.07,0.0,0.0,0.0,2586644.247121188
8591.053333333335,0.0,0.0,0.0,440905.41578739847
277.1266666666667,0.0,0.0,446229.4166666667,416411.1433355648
1193.65,0.0,11049.113333333333,0.0,109067.64088191964
696.1266666666667,0.0,0.0,0.0,452874.3933275159
35.42666666666666,0.0,0.0,0.0,31515.06203628261
4240.97,0.0,0.0,0.0,62264.831123172946
45.34666666666667,0.0,0.0,0.0,385522.99084240414
13033.016666666668,0.0,0.0,0.0,290325.84022323193
0.77,0.0,0.0,0.0,78399.56725908277
5976.57,0.0,0.0,0.0,6399084.614313118
919.8866666666668,0.0,0.0,0.0,115530.33065231371
8807.543333333333,0.0,0.0,0.0,1864176.0165765001
71443.13,0.0,0.0,0.0,2633450.6733382936
6873.643333333334,113333.33333333331,381.7866666666667,0.0,43565.9074725094
2333.793333333333,0.0,0.0,0.0,5710.34912862788
23791.66,0.0,339.6933333333333,0.0,743730.2468654151
21718.183333333334,0.0,0.0,0.0,107762.13668506016
105001.59666666668,377000.0,0.0,0.0,4791983.447246305
103849.67666666664,51666.66666666666,0.0,0.0,50720.36427980604
1795.6566666666663,0.0,0.0,0.0,19162.9538918515
460.3133333333333,0.0,0.0,0.0,237825.6800403946
1678.6766666666665,0.0,0.0,0.0,149141.9413903379
20241.283333333336,0.0,0.0,0.0,3486749.67483121
29.91333333333333,0.0,0.0,0.0,1290460.8508019906
3115.06,0.0,0.0,856060.7066666667,232698.2593531891
127222.42333333332,0.0,0.0,0.0,260747.49051885356
9.356666666666667,0.0,0.0,0.0,16550.208346792802
1130.5333333333333,20000.0,0.0,0.0,191669.79762482262
2254.083333333333,0.0,0.0,0.0,957433.9180705189
254.4033333333333,0.0,0.0,0.0,113937.51326432223
5007.39,0.0,0.0,0.0,65632.41238108145
12.553333333333333,33333.333333333336,0.0,0.0,10811.792338508281
2054.6766666666667,0.0,0.0,0.0,1332.1206610920224
1933.3866666666663,0.0,0.0,0.0,142130.65124024532
227.7933333333333,0.0,0.0,1016666.6666666666,3278713.4594724094
76.19666666666667,0.0,0.0,0.0,90374.73600676164
118807.19666666668,0.0,10.326666666666666,0.0,909322.4657615486
362.2033333333334,336666.6666666667,0.0,0.0,599089.823602473
584.1433333333333,0.0,0.0,0.0,11118.217706205585
17345.289999999997,0.0,0.0,0.0,82842.00809608298
677.1433333333333,0.0,28007.346666666668,0.0,417072.803858861
1158.8300000000002,186666.66666666663,0.0,0.0,470622.808931074
7937.243333333333,0.0,0.0,0.0,2621.120514095583
17639.466666666667,0.0,0.0,0.0,28587.678501119408
83.63666666666667,0.0,0.0,0.0,83572.35331784876
2092.793333333333,0.0,0.0,0.0,11756.981635293243
49768.62,0.0,0.0,0.0,591573.2503780356
460.79,0.0,0.0,0.0,91167.4907933389
61.833333333333336,0.0,0.0,0.0,785.836122438256
384.5866666666666,33333.333333333336,6996.173333333332,0.0,79450.10558173337
3235.03,0.0,0.0,4294000.0,4710139.607780906
28.63333333333333,0.0,0.0,0.0,28768.487046978596
1795.0833333333333,0.0,0.0,0.0,18653.811964400455
1882.89,0.0,0.0,0.0,338879.09858958394
17284.71,0.0,0.0,0.0,841443.0605980163
4335.013333333333,6666.666666666667,0.0,0.0,1061452.9663828176
709.81,89333.33333333333,0.0,0.0,50075.50000222393
17222.109999999997,0.0,0.0,2590000.0,2257993.031643041
10095.176666666668,0.0,0.0,0.0,3294.6324969344687
7268.48,50000.0,0.0,0.0,472639.25443262927
2909.81,0.0,0.0,0.0,20459.802684989638
46.44,0.0,0.0,0.0,337703.2448969055
225.72000000000003,0.0,0.0,0.0,33056.282213672705
0.11,0.0,2377.596666666667,0.0,58813.33953311306
158.32666666666668,17333.333333333332,0.0,0.0,319413.1803225956
977.39,17000.0,0.0,0.0,134594.78510226373
2544.3233333333333,0.0,0.0,0.0,1025.0168031282985
4.56,0.0,143.69333333333336,0.0,241.041876358157
10838.840000000002,1160000.0,2.0,0.0,903893.3715841508
2169.813333333333,0.0,0.0,0.0,230222.90498437345
17.506666666666664,300000.0,0.0,0.0,128650.83274184304
0.0,0.0,42408.07666666667,0.0,5858715.438447285
107.35666666666668,200000.0,0.0,0.0,53447.34418894774
6646.753333333334,0.0,0.0,0.0,210621.76481342016
41051.28666666667,453333.3333333333,35.64,0.0,1126836.3939505948
1424.0666666666666,100000.0,7841.12,0.0,290824.84638223134
17511.64,0.0,0.0,0.0,66068.99779560235
637.8033333333333,0.0,0.0,0.0,92520.4945830133
821.2466666666666,0.0,0.0,0.0,61153.310254779986
31311.713333333333,0.0,0.0,0.0,512261.435048115
10122.04,0.0,0.0,0.0,270608.76165169745
239282.22666666663,0.0,0.0,0.0,66281.09552697916
44.68,0.0,0.0,0.0,35279.4171774611
47200.39333333333,0.0,66.72,0.0,5460130.961683608
3339.17,0.0,0.0,0.0,5782.713103197088
271.57666666666665,33333.333333333336,0.0,0.0,205763.83813469234
15998.043333333337,0.0,0.0,1921839.1133333333,1384564.5452087745
21208.81333333333,0.0,0.0,0.0,298599.19009809365
13585.14,0.0,0.0,0.0,4533313.0122195
33336.58,0.0,0.0,0.0,31105.828548909914
75122.04666666668,0.0,0.0,918333.3333333334,1506181.4975985321
18645.743333333336,0.0,0.0,954605.7066666668,375107.84832376585
1649.71,0.0,0.0,0.0,9507.475434219052
929.6,0.0,0.0,0.0,53660.69081611773
637.5766666666667,0.0,0.0,939611.8533333334,419645.72153941484
569.67,0.0,0.0,0.0,1274993.3416765872
35.07333333333333,0.0,0.0,0.0,187285.56209304585
0.6066666666666667,0.0,0.0,0.0,101469.42417495456
1.6766666666666667,0.0,0.0,0.0,1.2525892171416926
296.3233333333333,90000.0,0.0,0.0,983202.6581552039
357.02666666666664,0.0,0.0,289320.4466666667,3057272.320375263
1508.256666666667,0.0,0.0,0.0,234184.61034514714
16885.996666666666,0.0,0.0,0.0,20617.293317142874
16933.536666666663,41666.66666666666,23554.916666666668,0.0,628983.540752944
13056.323333333334,0.0,0.0,0.0,22333.566859705556
81881.51666666666,36666.66666666666,0.0,0.0,541262.5055060385
16943.766666666666,0.0,0.0,0.0,11021.375025562684
20472.78666666667,6666.666666666667,0.0,0.0,415655.055754205
1184.18,0.0,0.0,0.0,380844.40978283755
1428.993333333333,0.0,0.0,2727217.8766666665,3065581.964581863
3005.2166666666667,0.0,0.0,0.0,32669.91824263107
28979.29,0.0,0.0,0.0,131290.95486592944
0.0,0.0,369.5966666666666,0.0,1118874.0593704293
12.093333333333334,0.0,0.0,0.0,79881.32062623874
4010.893333333333,0.0,0.0,4184544.076666666,3674731.743561321
34206.08666666666,0.0,0.0,0.0,8840578.397036474
468.3066666666667,0.0,0.0,0.0,128906.53264953548
200.40666666666667,0.0,1897.99,0.0,230968.21046335023
245.34333333333336,0.0,0.0,540000.0,273443.1104697214
217.1733333333333,0.0,0.0,0.0,107038.71968014739
46161.206666666665,0.0,0.0,0.0,119824.07458802575
1000109.0733333334,0.0,0.0,0.0,13125186.537144674
278.77,505000.0,0.0,0.0,160698.34859323484
1332.1866666666667,0.0,0.0,0.0,100344.56920561298
422.54333333333335,0.0,0.0,883333.2399999999,4178286.3663831507
19.66,0.0,0.0,0.0,19.115919983470576
31063.11,0.0,0.0,442618.14666666667,325659.11267129524
80186.59999999999,0.0,0.0,0.0,228975.23737380828
2131.393333333333,0.0,0.0,0.0,21929.891252317484
17329.893333333333,0.0,0.0,0.0,5338.4541851722315
2415.78,0.0,0.0,0.0,1236.3760177662562
15895.316666666666,0.0,0.0,0.0,28573.50769130909
8397.116666666667,0.0,0.0,0.0,89634.47882073351
1683.6633333333332,0.0,0.0,0.0,2123.4749096987703
0.3533333333333333,0.0,0.0,0.0,17930.94733232642
23075.13,0.0,0.0,0.0,23164.08754234661
5309.636666666666,0.0,0.0,3166666.6666666665,2448535.9583758335
66.82,0.0,948.0566666666668,0.0,89898.14860428812
28.02,0.0,0.0,0.0,20880.778899781973
539.1233333333333,0.0,0.0,7066666.666666667,9131637.075353993
37339.71666666667,0.0,0.0,0.0,777345.196667974
1153.4566666666667,0.0,0.0,0.0,253527.93757647616
42.376666666666665,0.0,0.0,0.0,121035.72372635864
34046.52666666667,0.0,0.0,0.0,1498426.6052185865
2822.64,0.0,0.0,0.0,8341.034298308492
66759.94666666667,0.0,0.0,785399.5066666667,604596.610982498
117372.95,0.0,0.0,0.0,383228.38883050927
84931.99,0.0,0.0,0.0,20595.63869608093
558.1633333333333,126666.66666666669,0.0,0.0,1037915.9720604256
4200.1866666666665,0.0,0.0,0.0,1770888.1669994337
2177.42,0.0,0.0,0.0,2257.7467946520255
16836.936666666665,100000.0,0.0,0.0,412349.9697011612
33333.333333333336,0.0,0.0,0.0,622376.4803608432
2949.48,0.0,0.0,0.0,34918.88262385929
122.94,0.0,0.0,0.0,470.9575516268037
7892.983333333334,36000.0,0.0,0.0,677009.0191622407
20.65,0.0,0.0,0.0,30756.03053368003
13.933333333333332,16666.666666666668,0.0,0.0,387862.5386031609
838.2033333333334,0.0,0.0,0.0,165171.7697944052
17882.05,0.0,0.0,0.0,2195211.3433373035
10.516666666666666,0.0,0.0,0.0,4.179680541773706
157.89666666666668,0.0,0.0,0.0,1081464.1065829934
935.4466666666668,0.0,0.0,0.0,2563920.8947045775
109629.78666666668,0.0,0.0,0.0,79431.96892079458
9.876666666666669,83333.33333333333,0.0,0.0,14877.160616629933
127558.59333333332,0.0,0.0,0.0,59907.35083713557
21663.193333333333,0.0,0.0,1223825.566666667,5664699.495772869
34606.79,0.0,0.0,819000.0,629919.5852816213
36736.02,0.0,0.0,0.0,7206.061965987009
1488.5366666666669,0.0,0.0,0.0,10096.563562222294
46683.51,0.0,0.0,0.0,277559.58632167353
20778.88333333333,0.0,0.0,0.0,22121.30444164127
2504.19,0.0,0.0,0.0,55961.93352817632
16666.67666666667,0.0,0.0,0.0,1140234.3464467393
13.686666666666667,0.0,0.0,0.0,41050.77274554558
663.8966666666666,0.0,0.0,0.0,32296.6821559298
23912.756666666668,0.0,0.0,0.0,77852.43621333264
17600.163333333334,0.0,0.0,0.0,13849.838949555511
386.6166666666666,24000.0,0.0,0.0,64083.990251315314
16151.200000000004,850000.0,0.0,0.0,54003156.71772563
100008.21666666667,0.0,0.0,0.0,708390.6028520435
82.43666666666667,0.0,0.0,0.0,173526.72051627186
2860.4300000000003,0.0,0.0,0.0,507528.04813823424
7748.836666666667,0.0,0.0,0.0,170024.07520068757
2263.1666666666665,0.0,0.0,0.0,29549.440431568146
293.2933333333333,0.0,0.0,476666.6066666666,178613.99704209977
57775.716666666674,0.0,0.0,0.0,292824.45624047035
58097.66,0.0,0.0,0.0,2256714.7366532334
5.6433333333333335,0.0,0.0,0.0,28333.158144699217
247.66,0.0,0.0,0.0,99155.10822750852
26775.423333333336,0.0,0.0,0.0,88837.51104787432
96765.05,0.0,0.0,3206666.6666666665,12374321.847155232
70983.19666666667,166666.66666666666,0.0,0.0,13719861.53239847
1608.753333333333,0.0,0.0,859258.88,278625.5971283117
284.67333333333335,0.0,0.0,0.0,131187.57885630545
207.19000000000003,0.0,0.0,0.0,547041.4346565194
2634.2366666666667,226666.66666666663,0.0,0.0,1303601.6545603296
21989.936666666665,3333.333333333333,362.03,0.0,182763.57353523935
4034.596666666667,66666.66666666667,0.0,0.0,772396.097786847
296952.1166666667,0.0,0.0,0.0,400019.7026478473
18107.84333333333,0.0,0.0,0.0,94079.95379344316
24568.11333333333,0.0,0.0,0.0,4833.291571740704
6769.736666666667,0.0,0.0,0.0,146702.6243019953
11109.15,0.0,0.0,0.0,61945.55764266992
10665.436666666666,0.0,0.0,0.0,34433.64844052269
36238.05666666666,20000.0,12410.563333333334,0.0,685590.744686032
557.1666666666666,36000.0,0.0,0.0,53207.73805015404
1252.5933333333332,0.0,0.0,0.0,22765.99776658827
36812.24,0.0,0.0,0.0,28790.206740085552
101062.35,0.0,0.0,0.0,207274.4362914859
1868.1466666666668,0.0,5760.509999999999,0.0,1792589.7562091383
37.803333333333335,0.0,0.0,2370000.0,2031858.565035345
825.2133333333333,33333.333333333336,0.0,0.0,7181389.067637246
7694.306666666666,0.0,0.0,0.0,43316.36821404859
1013.2433333333332,0.0,0.0,0.0,84647.17086441882
1249.3766666666668,0.0,0.0,2880630.483333333,1942726.4028702774
34292.52,0.0,0.0,0.0,284163.95019201253
633.29,0.0,0.0,0.0,1037050.8673535098
413.3066666666667,118000.0,0.0,0.0,252843.54138615794
9581.786666666669,0.0,0.0,284341.3933333333,88916.15903290799
12844.513333333334,0.0,0.0,0.0,89923.90173315816
1906.793333333333,0.0,0.0,0.0,10118.310322614232
42790.53,0.0,0.0,0.0,10491.47229874736
38.01,0.0,0.0,0.0,423536.0762701516
111.05,0.0,0.0,0.0,26378.041163519054
1002327.6866666666,0.0,0.0,0.0,4540280.21187931
361715.7133333333,0.0,0.0,0.0,251666.49677069392
26.166666666666668,0.0,0.0,0.0,60.78661046469831
6213.04,213666.66666666663,0.0,0.0,756748.3159492944
78.70333333333333,0.0,0.0,0.0,22.54426560161678
10598.91,0.0,868.5600000000001,0.0,643346.832893341
11661.933333333334,0.0,0.0,1259302.7066666668,384265.1208722203
428.8133333333333,17000.0,0.0,0.0,57867.830638580184
3.563333333333334,0.0,568.8766666666667,0.0,66517.76357127685
4483.123333333333,0.0,0.0,0.0,227246.34187467338
9185.52,0.0,0.0,0.0,88041.99903318535
55646.65666666667,0.0,0.0,0.0,58072.85955904908
1.4066666666666665,0.0,0.0,0.0,26468.99645800176
3570.4166666666665,0.0,6806.756666666667,6806.756666666667,485102.6459937355
10414684.57,0.0,0.0,0.0,10571363.520982593
1163.0966666666666,0.0,0.0,0.0,719.9421516597286
12491.81,0.0,0.0,0.0,56754.74865611139
414.8833333333334,0.0,0.0,0.0,113523.04983839762
16.2,0.0,0.0,0.0,20.586114437072442
33466.64333333333,0.0,0.0,0.0,66228.23583121673
5577.78,0.0,0.0,0.0,187311.51587728245
633.5566666666667,0.0,0.0,0.0,765323.8734829051
981.1966666666668,0.0,21499.963333333333,21499.963333333333,570988.4242352839
12313.796666666669,0.0,0.0,412415.09,147492.23713116455
2096.083333333333,0.0,0.0,4966666.666666667,4942740.840684448
0.7033333333333333,0.0,0.0,0.0,0.783155074714111
2405.2433333333333,0.0,0.0,0.0,13689.828742661955
120.16,16666.666666666668,0.0,0.0,38644.3887560162
7301.106666666667,0.0,0.0,0.0,245778.4933694606
1635.2033333333331,0.0,0.0,1361690.27,644390.0039121334
3177.23,0.0,0.0,0.0,5873.117769701236
43696.87333333333,0.0,0.0,0.0,597307.1107564645
7516.21,0.0,0.0,0.0,3358.1943255469123
2318.936666666667,0.0,0.0,0.0,87521.74850103946
0.06,0.0,0.0,0.0,14869737.984009717
170861.31333333332,337333.3333333333,0.0,0.0,338641.35707413545
81.81333333333333,0.0,0.0,0.0,94334.63339839707
24016.85,187333.3333333333,2243.1,0.0,2209715.201304368
0.1766666666666666,0.0,0.0,0.0,8965.276177920463
769.0133333333333,33333.333333333336,0.0,0.0,249264.7162116653
5939.196666666667,0.0,0.0,402897.52,149380.65001185652
43.15,0.0,1545.4666666666665,0.0,151951.08111934032
3643.236666666666,0.0,0.0,0.0,158477.96631580856
9926.483333333334,0.0,0.0,0.0,441610.3726413972
207.34666666666664,0.0,0.0,0.0,699.9145304590971
0.1433333333333333,0.0,0.0,0.0,24999.718357096674
33482.71666666667,0.0,0.0,316666.6666666667,86964.12552780534
51454.62,152000.0,0.0,0.0,1709587.5672246935
44.32666666666666,0.0,85286.66666666667,85286.66666666667,49586.93265548212
2161.01,0.0,0.0,7433333.333333333,6008203.872813488
17487.123333333333,0.0,0.0,0.0,1662023.626930397
587.77,0.0,0.0,0.0,257844.3691498672
1.5266666666666666,0.0,0.0,0.0,93431.88175775303
48.96666666666666,0.0,0.0,0.0,175881.1332904626
1260.4633333333334,0.0,0.0,0.0,1806.8958603966898
739.14,0.0,0.0,0.0,15963.357984788545
43.53333333333333,0.0,0.0,0.0,58535.72686824652
501.43000000000006,0.0,0.0,0.0,774607.8711633439
2263.58,0.0,0.0,0.0,24713.094617267012
12044.523333333333,0.0,0.0,0.0,55581.93410906287
36139.34,0.0,0.0,0.0,376772.4885283523
92429.87333333334,0.0,0.0,0.0,1096399.6167457318
6591.89,0.0,133.36333333333332,0.0,53380.20578283253
301.94,0.0,0.0,1500000.0,22853243.43943474
55956.05,183333.3333333333,0.0,0.0,421895.283102015
1.97,0.0,2039.4833333333331,0.0,112010.65078885127
248866.81666666665,66666.66666666667,0.0,0.0,3253771.9417986255
1987.5233333333333,0.0,0.0,0.0,10736.702581365162
35.07666666666667,0.0,0.0,0.0,117305.80046671248
8559.466666666665,0.0,0.0,0.0,1029885.5419670384
27433.72333333333,0.0,0.0,0.0,8644.133441031292
1098.36,0.0,0.0,1646666.6666666667,1206301.9816037035
1110.1666666666667,0.0,0.0,0.0,92548.04519568817
402.8333333333333,0.0,0.0,1010053.5566666666,2919037.09051168
7790.123333333334,0.0,0.0,0.0,2335173.961756797
81.75,0.0,0.0,0.0,81414.02124882831
80.38,0.0,0.0,0.0,544401.0034697258
273.12666666666667,0.0,0.0,0.0,1646778.2118842357
25063.97,0.0,0.0,0.0,37195.58594399601
595.4433333333333,68666.66666666667,0.0,0.0,271760.0652032964
21669.0,0.0,0.0,0.0,117725.03411624322
37.78,0.0,0.0,0.0,1135625.6327324416
541.1866666666667,0.0,0.0,0.0,19746966.037537556
7.576666666666667,7333.333333333333,0.0,0.0,354812.45136308647
18543.74,0.0,0.0,0.0,984579.9020251347
5683.213333333333,0.0,0.0,0.0,9440.826342750583
7.953333333333333,100000.0,284.27666666666664,0.0,412638.8723485482
18668.583333333336,0.0,0.0,0.0,983477.3473287285
6982.943333333334,0.0,0.0,0.0,69796.5998956654
4823.2,0.0,0.0,0.0,7533.83582849579
3333.333333333333,0.0,0.0,0.0,99406.19860765536
1566.4133333333332,0.0,0.0,0.0,106687.13218588209
7886.483333333333,0.0,457.6966666666667,0.0,40383.064325245025
20040.506666666664,0.0,0.0,0.0,26276.62958572606
679.3033333333334,153333.33333333334,0.0,0.0,547833.8291312082
0.2,0.0,0.0,0.0,40512.145982922826
66.85666666666667,36666.66666666666,0.0,0.0,64589.73393802967
38417.793333333335,16666.666666666668,0.0,0.0,9729.681523138664
411.0633333333333,0.0,0.0,0.0,212710.7504199202
2119.5033333333336,0.0,0.0,4600000.0,3573135.206440202
4517.4766666666665,0.0,0.0,0.0,75841.40825980763
5881.096666666667,0.0,0.0,1917152.1433333333,2322952.8512227
219654.24,0.0,0.0,0.0,830434.2715008088
1724.6933333333334,0.0,0.0,2210324.3000000003,2354251.450350297
5367.72,0.0,0.0,0.0,18937.705615582025
3441.5733333333324,0.0,0.0,0.0,49903.316324939005
2218.37,0.0,0.0,0.0,1359.2196352061464
928.7833333333332,0.0,0.0,0.0,14332.178403059905
83763.75666666667,0.0,0.0,665171.7866666666,3671644.2156903786
8780.626666666667,0.0,0.0,0.0,320093.1012502952
1136.5600000000002,0.0,0.0,0.0,366.4760392455927
140.08666666666667,0.0,0.0,0.0,217.57828607310734
26537.550000000003,0.0,0.0,0.0,92201.78125141592
471.3566666666666,0.0,0.0,0.0,183461.24496715458
2.28,0.0,0.0,0.0,1.852936985712308
204266.52,0.0,0.0,6666666.666666667,2267515.2889935127
870.3299999999999,0.0,0.0,1126743.816666667,1519805.2153421121
39700.99333333333,0.0,333.3333333333333,333.3333333333333,410530.34597730666
8706.57,0.0,0.0,0.0,5451.415283067681
841.0799999999999,0.0,0.0,0.0,923.1465113639746
436.6566666666667,0.0,0.0,0.0,42466.33949068959
1729.426666666667,0.0,0.0,0.0,784744.3374118103
1559.18,0.0,0.0,780000.0,1092747.0835173328
205610.4,1733333.3333333333,0.0,0.0,3646695.930204177
292.6466666666667,0.0,0.0,1520000.0,374660.83420487633
7004.406666666666,0.0,0.0,0.0,3459244.3745990917
980.86,0.0,0.0,0.0,73735.34376277012
1934.4433333333332,0.0,0.0,0.0,4776.1970352258695
53839.44,0.0,0.0,5146666.666666667,5375197.646379945
1464.97,0.0,0.0,0.0,25299.4423721084
11741.56,0.0,0.0,0.0,19917.36090040151
3217.623333333333,0.0,0.0,0.0,509818.30688776314
2091.61,0.0,0.0,0.0,7054.877458483891
44596.85666666667,0.0,0.0,0.0,229018.14656177736
10416.033333333333,0.0,0.0,0.0,6184.498689266671
33.27,0.0,0.0,0.0,939653.007222282
35955.79333333333,0.0,0.0,0.0,4188056.8997342256
328.8733333333333,0.0,0.0,0.0,123254.49389067173
1421.0166666666664,0.0,0.0,0.0,24076.022885692368
